"customer_id","customer_firstname","customer_lastname","customer_address1","customer_address2","customer_city","customer_state","customer_zip","customer_country","customer_region","customer_email","customer_phone","customer_creditcardtype","customer_creditcard","customer_creditcardexpiration","customer_username","customer_password","customer_age","customer_income","customer_gender","order_id","order_date","order_customerid","order_netamount","order_tax","order_totalamount","orderline_id","orderline_prod_id","orderline_quantity","orderline_orderdate","product_id","product_category","product_title","product_actor","product_price","product_special","product_common_prod_id"
65,Lauren,White,"82641 Curtis Parks Suite 429
New Stephenburgh, GU 17837",,Kevinside,North Carolina,89266,US,1,laurenwhite@hotmail.com,"4563891355",5,"1298333559185266","2010/07",laurenwhite123,password,57,80000,F,16,2004-01-14,65,137.98,11.38,149.36,5,6219,1,2004-01-14,6219,2,AIRPLANE DEEP,DEBBIE LUGOSI,13.99,0,5326
65,Lauren,White,"82641 Curtis Parks Suite 429
New Stephenburgh, GU 17837",,Kevinside,North Carolina,89266,US,1,laurenwhite@hotmail.com,"4563891355",5,"1298333559185266","2010/07",laurenwhite123,password,57,80000,F,16,2004-01-14,65,137.98,11.38,149.36,2,6755,2,2004-01-14,6755,1,AIRPLANE SABRINA,JADA CRONYN,23.99,0,1391
65,Lauren,White,"82641 Curtis Parks Suite 429
New Stephenburgh, GU 17837",,Kevinside,North Carolina,89266,US,1,laurenwhite@hotmail.com,"4563891355",5,"1298333559185266","2010/07",laurenwhite123,password,57,80000,F,16,2004-01-14,65,137.98,11.38,149.36,4,7121,1,2004-01-14,7121,1,AIRPORT CAROL,GOLDIE CROWE,15.99,0,1750
65,Lauren,White,"82641 Curtis Parks Suite 429
New Stephenburgh, GU 17837",,Kevinside,North Carolina,89266,US,1,laurenwhite@hotmail.com,"4563891355",5,"1298333559185266","2010/07",laurenwhite123,password,57,80000,F,16,2004-01-14,65,137.98,11.38,149.36,1,8333,1,2004-01-14,8333,11,ALABAMA FREAKY,LANA BOGART,11.99,0,2891
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,8,185,1,2004-01-05,185,6,ACADEMY COWBOY,BRAD WALKEN,14.99,0,2911
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,7,5105,1,2004-01-05,5105,6,AGENT BULL,JUDY HESTON,22.99,0,3225
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,9,5048,2,2004-01-05,5048,1,AGENT BACKLASH,SYLVESTER DERN,20.99,0,774
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,5,5842,3,2004-01-05,5842,7,AGENT STATE,GRACE PRESLEY,12.99,0,8462
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,2,6289,2,2004-01-05,6289,5,AIRPLANE EVE,BEN BACALL,23.99,0,430
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,6,6783,2,2004-01-05,6783,4,AIRPLANE SHANE,LIV ZELLWEGER,14.99,0,8633
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,3,8046,2,2004-01-05,8046,6,ALABAMA AUTUMN,SANDRA DEAN,28.99,0,5508
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,4,8290,1,2004-01-05,8290,3,ALABAMA EVERYONE,SIDNEY GARCIA,25.99,0,9902
78,Jennifer,Hogan,"PSC 5025, Box 7319
APO AE 69292",,Martinezton,Tennessee,83709,US,1,jenniferhogan@yahoo.com,"5901074984",2,"9049576921388508","2009/11",jenniferhogan123,password,38,80000,M,224,2004-01-05,78,330.24,27.24,357.48,1,9219,1,2004-01-05,9219,16,ALADDIN DEEP,DENNIS STREEP,18.99,0,9218
83,Sandra,Jackson,"5423 Karen Estates
Andrewberg, UT 12415",,Kimberlyburgh,Arizona,23592,US,1,sandrajackson@gmail.com,"7328085613",5,"4187984682153911","2012/04",sandrajackson123,password,29,20000,F,1524,2004-02-07,83,103.81,8.56,112.37,1,9341,1,2004-02-07,9341,1,ALADDIN FROST,DIANE MCDORMAND,14.99,0,2333
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,6,2136,3,2004-02-19,2136,12,ADAPTATION CHAPLIN,MARLENE KIDMAN,20.99,0,7297
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,1,3555,2,2004-02-19,3555,8,AFFAIR MALLRATS,ALEC HANNAH,10.99,0,8495
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,2,4705,1,2004-02-19,4705,16,AFRICAN PURPLE,ADAM MANSFIELD,28.99,0,2622
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,8,4660,2,2004-02-19,4660,8,AFRICAN PARTY,CHARLTON ALLEN,26.99,0,3716
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,7,6953,3,2004-02-19,6953,15,AIRPLANE WAIT,CATE HARRIS,23.99,0,2965
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,3,7898,2,2004-02-19,7898,13,AIRPORT TOURIST,JOHN HAYEK,17.99,0,7871
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,5,9022,3,2004-02-19,9022,4,ALADDIN AMISTAD,KARL THURMAN,19.99,0,2458
95,Catherine,Rodriguez,"3556 Aaron Rue
Newmanville, RI 57596",,South Christopher,Kansas,91490,US,1,catherinerodriguez@hotmail.com,"9091236773",5,"3153780541848391","2008/01",catherinerodriguez123,password,78,100000,M,1486,2004-02-19,95,264.44,21.82,286.26,4,9296,2,2004-02-19,9296,9,ALADDIN EXPRESS,REESE BACALL,9.99,0,3175
104,Frank,Woods,"35814 Sharon Vista
North Jasmineburgh, NH 73264",,Johnsonstad,California,82321,US,1,frankwoods@gmail.com,"5599346700",4,"1622023951262235","2010/06",frankwoods123,password,22,80000,M,1727,2004-02-14,104,64.31,5.31,69.62,5,2172,3,2004-02-14,2172,1,ADAPTATION CONEHEADS,LAURA CHAPLIN,22.99,0,9142
104,Frank,Woods,"35814 Sharon Vista
North Jasmineburgh, NH 73264",,Johnsonstad,California,82321,US,1,frankwoods@gmail.com,"5599346700",4,"1622023951262235","2010/06",frankwoods123,password,22,80000,M,1727,2004-02-14,104,64.31,5.31,69.62,1,2476,3,2004-02-14,2476,9,ADAPTATION JASON,MARLON CRAWFORD,29.99,0,3323
104,Frank,Woods,"35814 Sharon Vista
North Jasmineburgh, NH 73264",,Johnsonstad,California,82321,US,1,frankwoods@gmail.com,"5599346700",4,"1622023951262235","2010/06",frankwoods123,password,22,80000,M,1727,2004-02-14,104,64.31,5.31,69.62,2,2697,2,2004-02-14,2697,16,ADAPTATION PRIMARY,JAYNE CAGE,18.99,0,7610
104,Frank,Woods,"35814 Sharon Vista
North Jasmineburgh, NH 73264",,Johnsonstad,California,82321,US,1,frankwoods@gmail.com,"5599346700",4,"1622023951262235","2010/06",frankwoods123,password,22,80000,M,1727,2004-02-14,104,64.31,5.31,69.62,3,4243,1,2004-02-14,4243,15,AFRICAN DOORS,SIGOURNEY WEST,27.99,0,515
104,Frank,Woods,"35814 Sharon Vista
North Jasmineburgh, NH 73264",,Johnsonstad,California,82321,US,1,frankwoods@gmail.com,"5599346700",4,"1622023951262235","2010/06",frankwoods123,password,22,80000,M,1727,2004-02-14,104,64.31,5.31,69.62,4,6064,3,2004-02-14,6064,15,AIRPLANE BEETHOVEN,ELVIS SWANK,24.99,0,4867
117,Gary,Smith,"686 Gregory Expressway
Danielton, NH 55983",,Jennifershire,Georgia,28694,US,1,garysmith@yahoo.com,"3862314451",4,"4628714819438756","2012/03",garysmith123,password,89,60000,F,1745,2004-02-07,117,97.58,8.05,105.63,3,3948,1,2004-02-07,3948,14,AFFAIR VOICE,CLINT GARBO,15.99,0,4427
117,Gary,Smith,"686 Gregory Expressway
Danielton, NH 55983",,Jennifershire,Georgia,28694,US,1,garysmith@yahoo.com,"3862314451",4,"4628714819438756","2012/03",garysmith123,password,89,60000,F,1745,2004-02-07,117,97.58,8.05,105.63,2,5203,3,2004-02-07,5203,2,AGENT DAISY,LIV DEAN,16.99,0,9507
117,Gary,Smith,"686 Gregory Expressway
Danielton, NH 55983",,Jennifershire,Georgia,28694,US,1,garysmith@yahoo.com,"3862314451",4,"4628714819438756","2012/03",garysmith123,password,89,60000,F,1745,2004-02-07,117,97.58,8.05,105.63,4,5372,3,2004-02-07,5372,16,AGENT GRACELAND,DREW STALLONE,12.99,0,950
117,Gary,Smith,"686 Gregory Expressway
Danielton, NH 55983",,Jennifershire,Georgia,28694,US,1,garysmith@yahoo.com,"3862314451",4,"4628714819438756","2012/03",garysmith123,password,89,60000,F,1745,2004-02-07,117,97.58,8.05,105.63,1,6002,2,2004-02-07,6002,4,AIRPLANE ACE,CHARLTON LUGOSI,17.99,0,7472
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,2,867,1,2004-01-21,867,13,ACADEMY SUPER,CHRISTOPHER COSTNER,20.99,0,3409
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,8,1337,3,2004-01-21,1337,8,ACE FRIDA,CUBA KAHN,22.99,0,5215
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,7,1645,1,2004-01-21,1645,5,ACE OTHERS,EWAN MCDORMAND,28.99,0,417
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,6,5249,2,2004-01-21,5249,15,AGENT DRACULA,SANDRA RYAN,23.99,0,9413
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,5,5600,3,2004-01-21,5600,4,AGENT MOTIONS,ANNE HAWKE,27.99,0,5576
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,3,7630,1,2004-01-21,7630,5,AIRPORT NOTTING,AL MONROE,9.99,0,3142
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,1,8730,2,2004-01-21,8730,16,ALABAMA RIDGEMONT,LAURENCE WASHINGTON,27.99,0,1078
119,Jeremy,Rice,"770 Welch Crossing Suite 502
West Timothy, DC 17525",,West Hannah,Idaho,10295,US,1,jeremyrice@yahoo.com,"7448935926",1,"2482879911083728","2008/09",jeremyrice123,password,27,60000,F,183,2004-01-21,119,108.45,8.95,117.40,4,9887,1,2004-01-21,9887,1,ALADDIN THIEF,RICHARD BERGEN,20.99,0,917
123,Kendra,Butler,"31718 Kenneth Lane
West Kathryn, KY 41833",,West Scottland,Hawaii,47412,US,1,kendrabutler@yahoo.com,"7123033009",3,"4887257677968592","2010/01",kendrabutler123,password,19,60000,M,145,2004-01-19,123,19.98,1.65,21.63,3,2977,1,2004-01-19,2977,13,ADAPTATION WINDOW,WILLEM KILMER,12.99,0,7301
123,Kendra,Butler,"31718 Kenneth Lane
West Kathryn, KY 41833",,West Scottland,Hawaii,47412,US,1,kendrabutler@yahoo.com,"7123033009",3,"4887257677968592","2010/01",kendrabutler123,password,19,60000,M,145,2004-01-19,123,19.98,1.65,21.63,4,3607,3,2004-01-19,3607,3,AFFAIR MUPPET,WINONA PECK,17.99,0,7395
123,Kendra,Butler,"31718 Kenneth Lane
West Kathryn, KY 41833",,West Scottland,Hawaii,47412,US,1,kendrabutler@yahoo.com,"7123033009",3,"4887257677968592","2010/01",kendrabutler123,password,19,60000,M,145,2004-01-19,123,19.98,1.65,21.63,1,5219,2,2004-01-19,5219,5,AGENT DEEP,DORIS GOLDBERG,14.99,0,7047
123,Kendra,Butler,"31718 Kenneth Lane
West Kathryn, KY 41833",,West Scottland,Hawaii,47412,US,1,kendrabutler@yahoo.com,"7123033009",3,"4887257677968592","2010/01",kendrabutler123,password,19,60000,M,145,2004-01-19,123,19.98,1.65,21.63,2,9891,2,2004-01-19,9891,15,ALADDIN TIMBERLAND,LIV NORTON,23.99,0,2001
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,4,765,3,2004-02-16,765,14,ACADEMY SATURN,PEARL CRONYN,18.99,0,6967
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,5,1520,1,2004-02-16,1520,1,ACE LICENSE,NICK CRAWFORD,10.99,0,9667
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,2,1453,2,2004-02-16,1453,4,ACE IMAGE,GRACE THERON,9.99,0,4434
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,1,2741,1,2004-02-16,2741,14,ADAPTATION ROMAN,JOAN WATSON,26.99,0,3712
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,3,4455,1,2004-02-16,4455,12,AFRICAN IMPOSSIBLE,HUGH TAYLOR,19.99,0,7502
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,6,5258,1,2004-02-16,5258,4,AGENT DRUMS,BOB MIRANDA,17.99,0,1064
135,John,Flores,"9097 Sean Lights
Davidtown, FL 10808",,East Joshuachester,Rhode Island,19756,US,1,johnflores@gmail.com,"9021567530",3,"4042470287531614","2008/05",johnflores123,password,87,20000,F,1388,2004-02-16,135,348.11,28.72,376.83,7,6114,2,2004-02-16,6114,10,AIRPLANE CAMELOT,TOM DAY,25.99,0,8548
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,1,1920,1,2004-01-10,1920,14,ACE UNBREAKABLE,RICHARD TYLER,19.99,0,5991
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,6,2312,1,2004-01-10,2312,2,ADAPTATION FIDDLER,CARMEN HUNT,11.99,0,8761
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,3,3010,3,2004-01-10,3010,9,AFFAIR ALADDIN,ANGELINA WRAY,27.99,0,8281
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,7,5905,3,2004-01-10,5905,11,AGENT TRAINSPOTTING,SOPHIA CROWE,14.99,0,7986
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,4,6989,2,2004-01-10,6989,16,AIRPLANE WORKING,PARKER WRAY,10.99,0,6842
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,5,8711,3,2004-01-10,8711,8,ALABAMA RAGING,MARISA JOLIE,13.99,0,3485
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,8,8580,1,2004-01-10,8580,5,ALABAMA MINE,KENNETH HOFFMAN,27.99,0,3837
136,Lori,Walker,"25576 Rubio Spurs Suite 661
Nguyenburgh, MD 24953",,Michaelmouth,Kansas,93829,US,1,loriwalker@gmail.com,"9031787945",2,"3841774760745466","2012/06",loriwalker123,password,48,20000,M,346,2004-01-10,136,206.56,17.04,223.60,2,8996,3,2004-01-10,8996,9,ALABAMA YOUNG,ANGELA GOODING,23.99,0,4114
158,Christian,Chan,"USCGC Smith
FPO AP 40342",,North Michael,Kentucky,99500,US,1,christianchan@hotmail.com,"5235986700",5,"1709392597433179","2010/01",christianchan123,password,75,60000,M,1710,2004-02-26,158,185.83,15.33,201.16,3,1464,2,2004-02-26,1464,8,ACE INTENTIONS,SANDRA TYLER,21.99,0,1307
